script,nominal_waves,period_steps,actual_cycles_after_start,step,schedule_ratio,wsd_ratio,block_lr,gamma_lr
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12604,0.7973972936203091,1.0,0.0014353151285165563,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12605,0.7928122095033551,1.0,0.0014270619771060392,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12606,0.7882480645921117,1.0,0.001418846516265801,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12607,0.7837053201568411,1.0,0.001410669576282314,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12608,0.7791844353050099,1.0,0.0014025319835490179,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12609,0.7746858669348566,1.0,0.001394434560482742,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12610,0.770210069689261,1.0,0.0013863781254406697,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12611,0.765757495909701,1.0,0.0013783634926374617,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12612,0.7613285955906637,1.0,0.0013703914720631946,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12613,0.7569238163340786,1.0,0.0013624628694013413,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12614,0.7525436033040943,1.0,0.0013545784859473697,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12615,0.7481883991821197,1.0,0.0013467391185278154,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12616,0.7438586441220529,1.0,0.0013389455594196953,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12617,0.739554775705842,1.0,0.0013311985962705156,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12618,0.7352772288991686,1.0,0.0013234990120185035,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12619,0.7310264360076106,1.0,0.0013158475848136992,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12620,0.7268028266328668,1.0,0.00130824508793916,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12621,0.7226068276293517,1.0,0.001300692289732833,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12622,0.7184388630610863,1.0,0.0012931899535099554,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12623,0.7142993541588218,1.0,0.0012857388374858793,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12624,0.7101887192774519,1.0,0.0012783396946994133,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12625,0.7061073738537602,1.0,0.0012709932729367684,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12626,0.7020557303644357,1.0,0.0012637003146559842,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12627,0.6980341982843623,1.0,0.001256461556911852,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12628,0.6940431840452359,1.0,0.0012492777312814245,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12629,0.6900830909945178,1.0,0.001242149563790132,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12630,0.6861543193546534,1.0,0.0012350777748383762,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12631,0.6822572661826074,1.0,0.0012280630791286933,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12632,0.6783923253297639,1.0,0.001221106185593575,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12633,0.6745598874021321,1.0,0.0012142077973238377,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12634,0.6707603397207952,1.0,0.0012073686114974314,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12635,0.6669940662828735,1.0,0.0012005893193091724,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12636,0.663261447722636,1.0,0.0011938706059007446,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12637,0.6595628612730688,1.0,0.001187213150291524,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12638,0.655898680727725,1.0,0.001180617625309905,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12639,0.6522692764029727,1.0,0.0011740846975253508,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12640,0.6486750151005809,1.0,0.0011676150271810455,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12641,0.6451162600705763,1.0,0.0011612092681270374,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12642,0.641593370974634,1.0,0.001154868067754341,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12643,0.6381067038496531,1.0,0.0011485920669293754,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12644,0.6346566110718084,1.0,0.001142381899929255,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12645,0.6312434413209146,1.0,0.0011362381943776463,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12646,0.6278675395452111,1.0,0.00113016157118138,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12647,0.6245292469265091,1.0,0.0011241526444677164,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12648,0.6212289008456446,1.0,0.0011182120215221603,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12649,0.617966834848476,1.0,0.0011123403027272567,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12650,0.6147433786121078,1.0,0.001106538081501794,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12651,0.6115588579115829,1.0,0.0011008059442408492,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12652,0.6084135945869809,1.0,0.0010951444702565656,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12653,0.6053079065108686,1.0,0.0010895542317195634,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12654,0.6022421075562021,1.0,0.0010840357936011639,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12655,0.5992165075645607,1.0,0.0010785897136162091,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12656,0.5962314123148773,1.0,0.001073216542166779,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12657,0.5932871234925177,1.0,0.0010679168222865318,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12658,0.5903839386587784,1.0,0.001062691089585801,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12659,0.5875221512208352,1.0,0.0010575398721975034,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12660,0.5847020504020897,1.0,0.0010524636907237614,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12661,0.5819239212129228,1.0,0.001047463058183261,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12662,0.5791880444218913,1.0,0.0010425384799594044,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12663,0.5764946965273722,1.0,0.00103769045374927,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12664,0.5738441497296054,1.0,0.0010329194695132898,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12665,0.5712366719031746,1.0,0.0010282260094257143,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12666,0.5686725265699527,1.0,0.001023610547825915,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12667,0.5661519728724762,1.0,0.001019073551170457,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12668,0.5636752655477052,1.0,0.0010146154779858694,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12669,0.5612426549013501,1.0,0.00101023677882243,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12670,0.5588543867825214,1.0,0.0010059378962085385,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12671,0.5565107025589077,1.0,0.0010017192646060338,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12672,0.5542118390923654,1.0,0.0009975813103662576,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12673,0.5519580287149972,1.0,0.000993524451686995,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12674,0.5497494992056778,1.0,0.00098954909857022,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12675,0.5475864737669891,1.0,0.0009856556527805805,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12676,0.5454691710027257,1.0,0.0009818445078049064,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12677,0.5433978048957578,1.0,0.000978116048812364,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12678,0.5413725847864123,1.0,0.0009744706526155421,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12679,0.5393937153513304,1.0,0.0009709086876323947,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12680,0.5374613965827679,1.0,0.0009674305138489823,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12681,0.5355758237684025,1.0,0.0009640364827831245,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12682,0.5337371874715563,1.0,0.0009607269374488013,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12683,0.5319456735119911,1.0,0.0009575022123215839,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12684,0.5302014629470905,1.0,0.0009543626333047628,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12685,0.528504732053568,1.0,0.0009513085176964223,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12686,0.5268556523096639,1.0,0.000948340174157395,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12687,0.5252543903778027,1.0,0.0009454579026800449,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12688,0.5237011080877659,1.0,0.0009426619945579786,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12689,0.522195962420303,1.0,0.0009399527323565453,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12690,0.5207391054913106,1.0,0.0009373303898843592,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12691,0.5193306845364287,1.0,0.0009347952321655717,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12692,0.5179708418961646,1.0,0.0009323475154130962,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12693,0.5166597150015182,1.0,0.0009299874870027327,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12694,0.515397436360086,1.0,0.0009277153854481547,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12695,0.5141841335426639,1.0,0.000925531440376795,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12696,0.5130199291703643,1.0,0.0009234358725066558,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12697,0.5119049409022225,1.0,0.0009214288936240005,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12698,0.5108392814232985,1.0,0.0009195107065619372,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12699,0.50982305843329,1.0,0.000917681505179922,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12700,0.5088563746356554,1.0,0.0009159414743441796,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12701,0.5079393277272282,1.0,0.0009142907899090107,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12702,0.5070720103883412,1.0,0.000912729618699014,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12703,0.5062545102734655,1.0,0.0009112581184922378,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12704,0.5054869100023514,1.0,0.0009098764380042324,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12705,0.5047692871516744,1.0,0.0009085847168730138,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12706,0.5041017142471947,1.0,0.0009073830856449505,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12707,0.5034842587564334,1.0,0.0009062716657615801,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12708,0.5029169830818501,1.0,0.0009052505695473301,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12709,0.5023999445545335,1.0,0.0009043199001981603,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12710,0.5019331954284132,1.0,0.0009034797517711437,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12711,0.5015167828749776,1.0,0.0009027302091749596,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12712,0.5011507489784989,1.0,0.0009020713481612979,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12713,0.5008351307317915,1.0,0.0009015032353172247,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12714,0.5005699600324656,1.0,0.000901025928058438,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12715,0.5003552636797055,1.0,0.0009006394746234699,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12716,0.500191063371561,1.0,0.0009003439140688099,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12717,0.5000773757027557,1.0,0.0009001392762649602,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12718,0.5000142121630086,1.0,0.0009000255818934154,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12719,0.500001579135873,1.0,0.0009000028424445712,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12720,0.500039477898092,1.0,0.0009000710602165656,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12721,0.5001279046194688,1.0,0.0009002302283150438,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12722,0.5002668503632546,1.0,0.0009004803306538582,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12723,0.5004563010870506,1.0,0.0009008213419566912,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12724,0.5006962376442288,1.0,0.0009012532277596118,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12725,0.5009866357858639,1.0,0.000901775944414555,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12726,0.5013274661631901,1.0,0.0009023894390937422,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12727,0.5017186943305593,1.0,0.0009030936497950066,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12728,0.5021602807489276,1.0,0.0009038885053480696,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12729,0.5026521807898519,1.0,0.0009047739254217333,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12730,0.5031943447399958,1.0,0.0009057498205319925,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12731,0.5037867178061581,1.0,0.0009068160920510846,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12732,0.5044292401208041,1.0,0.0009079726322174474,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12733,0.50512184674813,1.0,0.000909219324146634,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12734,0.5058644676906062,1.0,0.0009105560418430911,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12735,0.5066570278960656,1.0,0.000911982650212918,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12736,0.5074994472652867,1.0,0.0009134990050775161,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12737,0.5083916406600835,1.0,0.0009151049531881502,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12738,0.5093335179119121,1.0,0.0009168003322414417,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12739,0.5103249838309891,1.0,0.0009185849708957804,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12740,0.511365938215904,1.0,0.0009204586887886272,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12741,0.5124562758637464,1.0,0.0009224212965547435,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12742,0.5135958865807433,1.0,0.0009244725958453379,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12743,0.5147846551933968,1.0,0.0009266123793481142,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12744,0.5160224615601157,1.0,0.0009288404308082081,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12745,0.5173091805833617,1.0,0.0009311565250500511,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12746,0.5186446822222985,1.0,0.0009335604280001373,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12747,0.5200288315059253,1.0,0.0009360518967106655,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12748,0.5214614885467159,1.0,0.0009386306793840887,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12749,0.5229425085547655,1.0,0.000941296515398578,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12750,0.5244717418524234,1.0,0.0009440491353343621,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12751,0.5260490338894095,1.0,0.000946888261000937,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12752,0.5276742252584401,1.0,0.0009498136054651922,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12753,0.5293471517113454,1.0,0.0009528248730804217,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12754,0.5310676441756572,1.0,0.000955921759516183,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12755,0.532835528771691,1.0,0.0009591039517890438,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12756,0.5346506268301534,1.0,0.0009623711282942761,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12757,0.5365127549101494,1.0,0.0009657229588382689,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12758,0.5384217248177595,1.0,0.0009691591046719671,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12759,0.5403773436250411,1.0,0.000972679218525074,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12760,0.5423794136895401,1.0,0.0009762829446411722,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12761,0.5444277326742523,1.0,0.000979969918813654,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12762,0.546522093568065,1.0,0.000983739768422517,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12763,0.5486622847067206,1.0,0.0009875921124720972,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12764,0.5508480897941486,1.0,0.0009915265616294675,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12765,0.5530792879243662,1.0,0.0009955427182638593,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12766,0.5553556536038,1.0,0.00099964017648684,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12767,0.5576769567740583,1.0,0.001003818522193305,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12768,0.5600429628351977,1.0,0.001008077333103356,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12769,0.5624534326694133,1.0,0.0010124161788049439,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12770,0.5649081226652377,1.0,0.0010168346207974279,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12771,0.5674067847421289,1.0,0.001021332212535832,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12772,0.5699491663755538,1.0,0.0010259084994759969,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12773,0.5725350106225221,1.0,0.0010305630191205398,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12774,0.5751640561475349,1.0,0.0010352953010655628,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12775,0.5778360372489961,1.0,0.001040104867048193,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12776,0.5805506838860806,1.0,0.001044991230994945,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12777,0.5833077217060253,1.0,0.0010499538990708455,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12778,0.5861068720718376,1.0,0.0010549923697293078,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12779,0.5889478520904672,1.0,0.001060106133762841,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12780,0.5918303746414069,1.0,0.0010652946743545323,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12781,0.5947541484056926,1.0,0.0010705574671302468,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12782,0.5977188778953342,1.0,0.0010758939802116014,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12783,0.6007242634832384,1.0,0.001081303674269829,0.0018
train_gpt2_gamma_cosine_wave32cycles_lrmatched_B0128_devB064.py,32,625,31.04,12784,0.6037700014334063,1.0,0.0010867860025801314,0.0018
